date,equity_pc_ratio,total_pc_ratio,index_pc_ratio,etp_pc_ratio,vix_pc_ratio,spx_pc_ratio,oex_pc_ratio,mrut_pc_ratio,mxea_pc_ratio,mxef_pc_ratio,mxacw_pc_ratio,mxwld_pc_ratio,mxusa_pc_ratio,cbtx_pc_ratio,mbtx_pc_ratio,speqx_pc_ratio,speqw_pc_ratio,mgtn_pc_ratio,mgtnw_pc_ratio,equity_call,equity_put,equity_total,equity_oi_call,equity_oi_put,equity_oi_total,total_call,total_put,total_total,total_oi_call,total_oi_put,total_oi_total,index_call,index_put,index_total,index_oi_call,index_oi_put,index_oi_total,etp_call,etp_put,etp_total,etp_oi_call,etp_oi_put,etp_oi_total,vix_call,vix_put,vix_total,vix_oi_call,vix_oi_put,vix_oi_total,spx_call,spx_put,spx_total,spx_oi_call,spx_oi_put,spx_oi_total,source
2019-10-30,0.60,0.97,1.26,1.37,0.99,1.91,1.27,0.00,0.67,0.00,0.00,0.00,0.00,,,,,,,1112393,669892,1782285,97522006,82651626,180173632,2360840,2292241,4653081,148404912,153739333,302144245,832282,1051570,1883852,12134942,15022266,27157208,416165,570779,986944,38747964,56065441,94813405,261601,257848,519449,4612589,1539334,6151923,391641,746745,1138386,5208626,12110268,17318894,daily_api
2019-10-31,0.71,1.16,1.26,2.16,0.79,1.72,1.52,0.00,0.00,14.00,0.00,0.00,0.00,,,,,,,1138986,807905,1946891,99272125,84063635,183335760,2506758,2904060,5410818,151115889,156516056,307631945,953663,1201863,2155526,12382527,15324674,27707201,414109,894292,1308401,39461237,57127747,96588984,205112,162484,367596,4699196,1694413,6393609,559784,960243,1520027,5245311,12232742,17478053,daily_api
2019-11-01,0.53,0.74,1.01,0.76,0.53,1.20,1.11,0.00,1.01,0.93,0.00,0.00,0.00,,,,,,,1310422,693878,2004300,100768303,85457872,186226175,2907311,2144200,5051511,153475246,158733699,312208945,942139,950942,1893081,12409157,15125232,27534389,654750,499380,1154130,40297786,58150595,98448381,239553,125896,365449,4761816,1821627,6583443,647528,777619,1425147,5187183,11912691,17099874,daily_api
2019-11-04,0.54,0.65,0.75,0.72,0.16,1.18,1.24,0.00,40.00,36.00,0.00,0.00,0.00,,,,,,,1478963,791284,2270247,98168069,83481060,181649129,3367065,2183769,5550834,150381168,155541074,305922242,1079238,811661,1890899,12515089,15074532,27589621,808864,580824,1389688,39698010,56985482,96683492,338898,52972,391870,4849114,1885716,6734830,579437,682282,1261719,5212588,11804000,17016588,daily_api
2019-11-05,0.58,0.85,1.05,1.37,0.43,1.62,1.29,0.00,280.00,1.08,0.00,0.00,0.00,,,,,,,1225300,711548,1936848,100102714,85185682,185288396,2293813,1960547,4254360,153251936,158362254,311614190,674214,709372,1383586,12500523,15232186,27732709,394299,539627,933926,40648699,57944386,98593085,258621,112013,370634,4933366,1911797,6845163,336680,544571,881251,5293615,11910081,17203696,daily_api
2019-11-06,0.63,0.93,1.36,1.15,1.17,1.70,3.43,0.00,6.00,10.00,0.00,0.00,0.00,,,,,,,1110146,696600,1806746,102017029,87091837,189108866,2111640,1968039,4079679,156318979,161820285,318139264,567844,774310,1342154,12859349,15604793,28464142,433650,497129,930779,41442601,59123655,100566256,155918,181789,337707,5114326,1977039,7091365,334484,568499,902983,5424934,12179872,17604806,daily_api
2019-11-07,0.54,0.66,0.82,0.71,0.57,0.99,1.35,0.00,318.00,30.00,0.00,0.00,0.00,,,,,,,1406632,753545,2160177,103379622,88442305,191821927,2964545,1957857,4922402,158301102,163818830,322119932,888006,731096,1619102,13019709,15771824,28791533,669907,473216,1143123,41901771,59604701,101506472,234180,133447,367627,5089388,2098789,7188177,577766,569572,1147338,5431167,12203704,17634871,daily_api
2019-11-08,0.59,0.94,1.36,1.40,0.65,1.89,2.96,0.00,1.00,0.95,0.00,0.00,0.00,,,,,,,1234163,732151,1966314,105293902,89854962,195148864,2209608,2071254,4280862,161389398,166691877,328081275,604782,820746,1425528,13309685,16107851,29417536,370663,518357,889020,42785811,60729064,103514875,159822,103326,263148,5190766,2149165,7339931,363442,686433,1049875,5645860,12473106,18118966,daily_api
2019-11-11,0.61,0.91,1.34,1.04,0.48,1.66,2.26,0.00,1.00,22.00,0.00,0.00,0.00,,,,,,,969084,590474,1559558,103227142,87911943,191139085,1872489,1697766,3570255,158902427,164411422,323313849,572862,764967,1337829,13343210,16070728,29413938,330543,342325,672868,42332075,60428751,102760826,162172,77531,239703,5290574,2189207,7479781,343431,570408,913839,5549760,12407906,17957666,daily_api
2019-11-12,0.59,0.88,1.15,1.26,0.44,1.85,1.85,0.00,0.09,3.00,0.00,0.00,0.00,,,,,,,1159298,688530,1847828,104821448,89251499,194072947,2239910,1973569,4213479,160970427,166559291,327529718,696964,801632,1498596,13375975,16236673,29612648,383648,483407,867055,42773004,61071119,103844123,333963,145308,479271,5327552,2223644,7551196,342875,633940,976815,5595353,12490858,18086211,daily_api
2019-11-13,0.58,1.00,1.45,1.68,0.70,1.98,1.01,0.00,263.00,30.00,0.00,0.00,0.00,,,,,,,1160880,668607,1829487,106443648,90326710,196770358,2108495,2109083,4217578,163285814,168862436,332148250,663039,961529,1624568,13611765,16551226,30162991,284576,478947,763523,43230401,61984500,105214901,178453,125588,304041,5471838,2241752,7713590,409822,811396,1221218,5684310,12774348,18458658,daily_api
2019-11-14,0.47,0.92,1.19,2.16,0.38,1.97,8.37,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,1294073,609311,1903384,107909996,91479261,199389257,2378203,2198900,4577103,165062367,170745280,335807647,770692,913565,1684257,13739216,16758491,30497707,313438,676024,989462,43413155,62507528,105920683,349322,131029,480351,5460104,2236259,7696363,387235,760941,1148176,5742639,12985392,18728031,daily_api
2019-11-15,0.49,0.84,1.16,1.32,0.89,1.43,0.57,0.00,1.01,0.26,0.00,0.00,0.00,,,,,,,1619511,792026,2411537,109527700,92538920,202066620,3173529,2664666,5838195,167545411,173811599,341357010,1092019,1263863,2355882,14007898,17231216,31239114,461999,608777,1070776,44009813,64041463,108051276,398613,352861,751474,5639529,2315111,7954640,611676,877423,1489099,5852245,13371227,19223472,daily_api
2019-11-18,0.55,0.84,1.14,1.20,0.80,1.40,2.20,0.00,3.50,0.09,0.00,0.00,0.00,,,,,,,1304347,720252,2024599,93078967,78297663,171376630,2474914,2069328,4544242,143860876,147316197,291177073,854788,971021,1825809,13725593,15533734,29259327,315779,378055,693834,37056316,53484800,90541116,224419,180059,404478,5883629,2457743,8341372,456981,641210,1098191,5356136,11648098,17004234,daily_api
2019-11-19,0.58,1.08,1.86,1.32,1.98,1.80,3.59,0.00,7.00,5.00,0.00,0.00,0.00,,,,,,,1126583,652013,1778596,95586864,80116114,175702978,2073734,2231330,4305064,147292775,150148032,297440807,607180,1130856,1738036,14010623,15873252,29883875,339971,448461,788432,37695288,54158666,91853954,275452,544556,820008,5991251,2516305,8507556,309592,555732,865324,5447239,11806971,17254210,daily_api
2019-11-20,0.64,1.00,1.27,1.39,0.62,1.96,9.73,0.00,163.50,559.00,0.00,0.00,0.00,,,,,,,1129381,721353,1850734,97545389,82039836,179585225,2472733,2472522,4945255,150280041,153965879,304245920,989025,1259162,2248187,14223020,16372555,30595575,354327,492007,846334,38511632,55553488,94065120,418428,257684,676112,6144320,2719537,8863857,490411,962525,1452936,5512399,12084669,17597068,daily_api
2019-11-21,0.59,1.21,2.16,1.97,1.05,2.59,2.95,0.00,1.00,0.01,0.00,0.00,0.00,,,,,,,998396,584335,1582731,99350230,83489317,182839547,1717349,2081338,3798687,150740739,155711926,306452665,433194,934337,1367531,12126795,15834916,27961711,285759,562666,848425,39263714,56387693,95651407,144389,151777,296166,3955741,2051779,6007520,256160,664177,920337,5583572,12207791,17791363,daily_api
2019-11-22,0.58,0.96,1.71,1.02,1.63,2.00,3.98,0.00,0.00,0.42,0.00,0.00,0.00,,,,,,,1134580,659960,1794540,101381801,85085478,186467279,2006140,1917112,3923252,153496872,158718307,312215179,530757,907878,1438635,12252041,16193724,28445765,340803,349274,690077,39863030,57439105,97302135,96206,157004,253210,4010559,1993091,6003650,360703,722322,1083025,5655008,12568534,18223542,daily_api
2019-11-25,0.63,0.94,1.19,1.24,0.47,1.71,1.30,0.00,19.00,0.33,0.00,0.00,0.00,,,,,,,1005076,636312,1641388,99300763,83283072,182583835,2168997,2043711,4212708,150773319,155692640,306465959,752850,897496,1650346,12160473,16049741,28210214,411071,509903,920974,39312083,56359827,95671910,258208,121508,379716,4050215,2113262,6163477,419674,717690,1137364,5545525,12372279,17917804,daily_api
2019-11-26,0.57,1.05,1.05,2.37,0.31,1.58,1.96,0.00,13.00,0.02,0.00,0.00,0.00,,,,,,,974479,554578,1529057,101300344,84981445,186281789,1943828,2031752,3975580,153992790,158362058,312354848,623439,656082,1279521,12412214,16293864,28706078,345910,821092,1167002,40280232,57086749,97366981,248298,76812,325110,4186059,2208051,6394110,348561,549937,898498,5639653,12492585,18132238,daily_api
2019-11-27,0.58,0.94,1.03,1.83,0.35,1.22,0.74,0.00,0.26,0.46,0.00,0.00,0.00,,,,,,,980600,572674,1553274,102777928,86260147,189038075,2148686,2027870,4176556,156407953,161242074,317650027,850875,875936,1726811,12638205,16565635,29203840,317211,579260,896471,40991820,58416292,99408112,115978,41141,157119,4260188,2237256,6497444,636925,778475,1415400,5765347,12722361,18487708,daily_api
2019-11-29,0.59,0.96,1.30,1.15,0.11,2.03,2.62,0.00,1.01,1.04,0.00,0.00,0.00,,,,,,,539757,321000,860757,104097384,87434667,191532051,1227956,1182411,2410367,158121149,163251672,321372821,469224,610195,1079419,12544304,16709044,29253348,218975,251216,470191,41479461,59107961,100587422,132060,14097,146157,4104992,2254404,6359396,282524,572248,854772,5844623,12824887,18669510,daily_api
2019-12-02,0.66,0.99,1.34,0.92,0.61,1.81,2.83,0.00,0.72,0.22,0.00,0.00,0.00,,,,,,,991538,654018,1645556,101177217,85273142,186450359,2451302,2416259,4867561,153711385,158672875,312384260,1007087,1346683,2353770,12380585,15989982,28370567,452677,415558,868235,40153583,57409751,97563334,356447,218055,574502,4180143,2261240,6441383,569731,1032511,1602242,5635572,12137057,17772629,daily_api
2019-12-03,0.70,1.13,1.41,1.58,0.91,1.65,1.30,0.00,0.00,9.00,0.00,0.00,0.00,,,,,,,1002067,704556,1706623,103179780,86801533,189981313,2224134,2502157,4726291,156753832,161421264,318175096,789775,1112617,1902392,12590554,16468312,29058866,432292,684984,1117276,40983498,58151419,99134917,245090,221849,466939,4310385,2411155,6721540,522577,860672,1383249,5668331,12419279,18087610,daily_api
2019-12-04,0.54,0.98,1.45,1.26,0.92,1.80,0.56,0.00,0.00,6.00,0.00,0.00,0.00,,,,,,,883050,478525,1361575,104947357,88156119,193103476,1811749,1767740,3579489,159401884,164331614,323733498,615969,893843,1509812,12723226,16811772,29534998,312730,395372,708102,41731301,59363723,101095024,135233,124754,259987,4282187,2416845,6699032,416097,749714,1165811,5822084,12749506,18571590,daily_api
2019-12-05,0.65,1.08,1.62,1.63,0.53,2.01,2.54,0.00,0.00,4.00,0.00,0.00,0.00,,,,,,,772662,503919,1276581,105918572,89090591,195009163,1395287,1513342,2908629,160642818,165967058,326609876,417270,674675,1091945,12552186,16829535,29381721,205355,334748,540103,42172060,60046932,102218992,149839,79056,228895,4184069,2451874,6635943,241269,484335,725604,5821434,12766517,18587951,daily_api
2019-12-06,0.53,0.88,1.23,1.14,0.56,1.55,0.90,0.00,1.03,1.03,0.00,0.00,0.00,,,,,,,1204287,642603,1846890,107509938,90384787,197894725,2512997,2208461,4721458,162833263,168486920,331320183,818425,1009132,1827557,12658546,17112989,29771535,490285,556726,1047011,42664779,60989144,103653923,158834,89299,248133,4241567,2503703,6745270,570119,880962,1451081,5897512,12997457,18894969,daily_api
2019-12-09,0.64,1.02,1.54,1.06,0.79,2.30,3.75,0.00,2.00,0.00,0.00,0.00,0.00,,,,,,,918390,587258,1505648,105450909,88788699,194239608,1889868,1933135,3823003,159695280,165617068,325312348,655404,1011417,1666821,12502227,16754608,29256835,316074,334460,650534,41742144,60073761,101815905,239453,188002,427455,4263103,2516730,6779833,347641,798568,1146209,5779005,12710064,18489069,daily_api
2019-12-10,0.76,0.98,1.30,0.83,0.71,1.99,9.57,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,841591,643178,1484769,107284395,90321006,197605401,1794181,1754761,3548942,162118343,168055313,330173656,679717,884524,1564241,12566532,16927689,29494221,272873,227059,499932,42267416,60806618,103074034,312821,222780,535601,4334692,2574713,6909405,318085,632670,950755,5813121,12838856,18651977,daily_api
2019-12-11,0.52,0.98,1.45,1.33,1.43,1.67,2.04,0.00,2.00,0.43,0.00,0.00,0.00,,,,,,,1054117,552622,1606739,108721509,91531268,200252777,2152740,2101299,4254039,164390389,170613975,335004364,736085,1067983,1804068,12760279,17368930,30129209,362538,480694,843232,42908601,61713777,104622378,289116,414659,703775,4383474,2690171,7073645,382461,640482,1022943,5917770,13145225,19062995,daily_api
2019-12-12,0.45,0.72,1.11,0.72,0.73,1.29,3.31,0.00,322.00,0.12,0.00,0.00,0.00,,,,,,,1397487,628085,2025572,110198337,92803210,203001547,3312635,2370809,5683444,166552891,172900302,339453193,929687,1032438,1962125,12861146,17553633,30414779,985461,710286,1695747,43493408,62543459,106036867,272669,199491,472160,4430209,2898985,7329194,621577,799738,1421315,5976634,13136892,19113526,daily_api
2019-12-13,0.55,1.10,1.79,0.89,1.98,1.85,1.40,0.00,1.32,1.12,0.00,0.00,0.00,,,,,,,1229503,679551,1909054,111908146,94363770,206271916,2980348,3274905,6255253,170001269,176178354,346179623,1146638,2054859,3201497,13107682,17930114,31037796,604207,540495,1144702,44985441,63884470,108869911,414987,822611,1237598,4506732,2946255,7452987,643346,1187206,1830552,6156182,13452721,19608903,daily_api
2019-12-16,0.61,0.87,1.09,0.91,1.41,1.27,3.25,0.00,110.00,1.67,0.00,0.00,0.00,,,,,,,1364870,829401,2194271,110195074,92905882,203100956,3331330,2889222,6220552,164506264,173505793,338012057,1458001,1594821,3052822,13194344,17996258,31190602,508459,465000,973459,41116846,62603653,103720499,362981,510803,873784,4665933,3154692,7820625,804484,1022752,1827236,6081188,13355955,19437143,daily_api
2019-12-17,0.53,0.63,0.70,0.71,0.37,1.53,0.60,0.00,318.00,2.07,0.00,0.00,0.00,,,,,,,1045818,552848,1598666,111434450,93693671,205128121,2736829,1736425,4473254,163230910,168385376,331616286,1262784,879783,2142567,13517483,17946512,31463995,428227,303794,732021,38278977,56745193,95024170,439191,163339,602530,4783317,2972072,7755389,441095,673639,1114734,6146771,13468505,19615276,daily_api
2019-12-18,0.49,1.06,1.21,2.56,0.46,2.07,0.84,0.00,101.00,44.60,0.00,0.00,0.00,,,,,,,1124873,550271,1675144,112531066,94562785,207093851,2346720,2492299,4839019,168699236,176509784,345209020,877978,1060544,1938522,13890566,18121252,32011818,343869,881484,1225353,42277604,63825747,106103351,441854,201146,643000,5065183,2827252,7892435,407139,842973,1250112,6257711,13769499,20027210,daily_api
2019-12-19,0.54,0.78,1.14,0.95,0.53,1.35,2.15,0.00,269.00,293.00,0.00,0.00,0.00,,,,,,,1486504,796768,2283272,113740607,95650420,209391027,2830902,2217432,5048334,168061752,177097181,345158933,751182,858515,1609697,11746692,16795026,28541718,593216,562149,1155365,42574453,64651735,107226188,146812,78267,225079,2983772,1374776,4358548,554230,747914,1302144,6291141,13904579,20195720,daily_api
2019-12-20,0.46,0.79,1.10,1.33,0.63,1.26,0.67,0.00,1.34,0.02,0.00,0.00,0.00,,,,,,,1752106,803198,2555304,115028237,96776233,211804470,3294760,2607601,5902361,166329944,180045726,346375670,1063778,1169285,2233063,11980945,17178175,29159120,478876,635118,1113994,39320762,66091318,105412080,209800,132696,342496,3043024,1378755,4421779,781144,987042,1768186,6488544,14266779,20755323,daily_api
2019-12-23,0.54,0.80,1.20,0.98,0.22,1.52,2.14,0.00,7.40,0.31,0.00,0.00,0.00,,,,,,,1182137,640391,1822528,95369707,80200830,175570537,2119968,1688761,3808729,137151703,142147039,279298742,585937,704804,1290741,9792962,12718674,22511636,351894,343566,695460,31989034,49227535,81216569,101267,22634,123901,3178166,1427996,4606162,415794,631953,1047747,4426343,10079933,14506276,daily_api
2019-12-24,0.52,0.80,1.88,0.71,0.46,2.23,4.30,0.00,17.00,9.00,0.00,0.00,0.00,,,,,,,590330,304596,894926,97463737,81840278,179304015,999960,801458,1801418,140258757,144667394,284926151,176334,330820,507154,9862997,12832359,22695356,233296,166042,399338,32932023,49994757,82926780,28243,13112,41355,3214991,1437531,4652522,137831,307454,445285,4498063,10159821,14657884,daily_api
2019-12-26,0.43,0.79,1.67,1.10,0.28,1.90,1.88,0.00,5.00,175.00,0.00,0.00,0.00,,,,,,,1150283,499232,1649515,98283572,82420347,180703919,1806265,1422695,3228960,141441045,145804127,287245172,353442,589955,943397,9812621,12863345,22675966,302540,333508,636048,33344852,50520435,83865287,95890,26561,122451,3201353,1433543,4634896,239263,454252,693515,4475858,10197718,14673576,daily_api
2019-12-27,0.60,0.87,1.29,0.91,0.57,1.71,2.80,0.00,1.00,13.00,0.00,0.00,0.00,,,,,,,1161024,698615,1859639,99559959,83457823,183017782,2304017,1998438,4302455,143518918,148013593,291532511,683764,882435,1566199,9858064,13128570,22986634,459229,417388,876617,34100895,51427200,85528095,131957,74971,206928,3223503,1445876,4669379,450885,770276,1221161,4548720,10392829,14941549,daily_api
2019-12-30,0.59,0.90,1.25,0.94,1.01,1.46,0.53,0.00,2.33,7.00,0.00,0.00,0.00,,,,,,,871002,511555,1382557,97498596,81927730,179426326,2072906,1865914,3938820,140923907,144977427,285901334,723890,903224,1627114,9872646,13070748,22943394,478014,451135,929149,33552665,49978949,83531614,156707,157786,314493,3297938,1498037,4795975,494357,723292,1217649,4507133,10306432,14813565,daily_api
2019-12-31,0.56,0.96,1.22,1.22,0.75,1.51,1.27,0.00,0.00,7.76,0.00,0.00,0.00,,,,,,,760196,422179,1182375,98881644,83394156,182275800,1920266,1835081,3755347,143828318,148478919,292307237,845228,1029287,1874515,9954124,13248838,23202962,314842,383615,698457,34992550,51835925,86828475,216356,162840,379196,3345592,1549300,4894892,558528,845396,1403924,4561248,10433209,14994457,daily_api
2020-01-02,0.54,0.83,1.30,0.99,0.48,1.88,0.82,0.00,0.69,0.39,0.00,0.00,0.00,,,,,,,1333827,725916,2059743,99728964,84509639,184238603,2489657,2076903,4566560,143780325,146909419,290689744,680402,882504,1562906,9831488,12627492,22458980,475428,468483,943911,34219873,49772288,83992161,236858,113441,350299,3429393,1611078,5040471,382925,719317,1102242,4361824,9789534,14151358,daily_api
2020-01-03,0.55,0.85,1.36,0.75,0.54,2.10,1.85,0.00,1.42,1.02,0.00,0.00,0.00,,,,,,,1258189,695127,1953316,101339099,86006394,187345493,2724124,2320609,5044733,146607427,150051083,296658510,869033,1177841,2046874,10075750,13012283,23088033,596902,447641,1044543,35192578,51032406,86224984,205803,110877,316680,3598009,1680045,5278054,487820,1022004,1509824,4468341,10091338,14559679,daily_api
2020-01-06,0.54,0.83,1.28,0.78,0.46,1.89,0.97,0.00,0.00,1.02,0.00,0.00,0.00,,,,,,,1121238,603208,1724446,100297440,85053668,185351108,2322154,1920922,4243076,145353382,149047216,294400598,755014,969414,1724428,10112505,12965089,23077594,445902,348300,794202,34943437,51028459,85971896,233274,107560,340834,3661645,1718305,5379950,443493,836174,1279667,4373742,10068277,14442019,daily_api
2020-01-07,0.44,0.83,1.21,1.66,0.40,1.79,2.84,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1304013,580154,1884167,102369165,86879423,189248588,2253162,1874087,4127249,148374394,152045162,300419556,620886,749711,1370597,10400266,13247266,23647532,328263,544222,872485,35604963,51918473,87523436,247295,98371,345666,3838261,1751966,5590227,351527,628320,979847,4463901,10306234,14770135,daily_api
2020-01-08,0.47,0.76,1.01,1.06,0.28,1.51,1.57,0.00,0.00,9.00,0.00,0.00,0.00,,,,,,,1450970,682223,2133193,104330680,88322758,192653438,3062921,2332557,5395478,151327160,154920687,306247847,1018128,1023479,2041607,10667479,13597050,24264529,593823,626855,1220678,36329001,53000879,89329880,299586,84484,384070,3941731,1821911,5763642,598909,907027,1505936,4614584,10573434,15188018,daily_api
2020-01-09,0.49,0.66,0.85,0.71,0.25,1.36,1.47,0.00,25.00,3.33,0.00,0.00,0.00,,,,,,,1485671,723324,2208995,105870860,89689815,195560675,3193445,2099569,5293014,154081658,157772783,311854441,1155522,982764,2138286,10970727,13844042,24814769,552252,393481,945733,37240071,54238926,91478997,472829,116083,588912,4100932,1850385,5951317,546586,742454,1289040,4683544,10775693,15459237,daily_api
2020-01-10,0.52,0.86,1.39,0.92,0.67,1.99,2.61,0.00,1.05,1.99,0.00,0.00,0.00,,,,,,,1515448,792527,2307975,107770354,91552326,199322680,2999755,2593642,5593397,157509123,161426725,318935848,932307,1295438,2227745,11508366,14264201,25772567,552000,505677,1057677,38230403,55610198,93840601,349291,234593,583884,4391320,1888520,6279840,505165,1003793,1508958,4864130,11101286,15965416,daily_api
2020-01-13,0.47,0.76,1.11,1.09,0.36,1.55,2.14,0.00,46.00,0.03,0.00,0.00,0.00,,,,,,,1586946,753352,2340298,106292032,90464514,196756546,2909182,2214071,5123253,155544389,159909741,315454130,892350,990530,1882880,11508859,14260793,25769652,429886,470189,900075,37743498,55184434,92927932,258473,92561,351034,4443220,1983639,6426859,551310,855820,1407130,4798072,10999029,15797101,daily_api
2020-01-14,0.47,0.76,1.20,1.00,0.44,1.73,7.84,0.00,0.70,0.11,0.00,0.00,0.00,,,,,,,1506113,705510,2211623,108326970,92032643,200359613,2694541,2049092,4743633,158593616,163472766,322066382,790621,946639,1737260,11770073,14536954,26307027,397807,396943,794750,38496573,56903169,95399742,313338,139352,452690,4611641,2012982,6624623,448159,775854,1224013,4919928,11231173,16151101,daily_api
2020-01-15,0.44,0.75,1.11,0.95,0.17,1.68,7.77,0.00,45.67,291.00,0.00,0.00,0.00,,,,,,,1482887,653908,2136795,110348319,93640911,203989230,2940400,2191944,5132344,161571770,166662956,328234726,986010,1091364,2077374,11988724,14913476,26902200,471503,446672,918175,39234727,58108569,97343296,378330,63906,442236,4725071,2025506,6750577,543278,912850,1456128,5025976,11584225,16610201,daily_api
2020-01-16,0.47,0.71,0.84,0.99,0.18,1.62,2.12,0.00,86.71,6.00,0.00,0.00,0.00,,,,,,,1387840,652812,2040652,112136258,95047061,207183319,3362348,2403188,5765536,164622750,169381141,334003891,1372270,1152585,2524855,12382904,15133945,27516849,602238,597791,1200029,40103588,59200135,99303723,400263,73012,473275,4976033,2035247,7011280,567063,918736,1485799,5096496,11769560,16866056,daily_api
2020-01-17,0.48,0.66,0.78,0.93,0.25,1.45,0.85,0.00,1.02,0.57,0.00,0.00,0.00,,,,,,,1956612,942903,2899515,113685048,96547846,210232894,4126341,2725376,6851717,167378427,173639421,341017848,1554347,1207365,2761712,12951994,15695336,28647330,615382,575108,1190490,40741385,61396239,102137624,663078,163505,826583,5230120,2036837,7266957,651933,944948,1596881,5280618,12196323,17476941,daily_api
2020-01-21,0.59,0.83,1.18,0.91,0.60,1.88,10.30,0.00,0.00,0.10,0.00,0.00,0.00,,,,,,,1445405,858881,2304286,68671139,57458343,126129482,2747608,2276073,5023681,108620340,111199503,219819843,871607,1026277,1897884,12390047,13519717,25909764,430596,390915,821511,27559154,40221443,67780597,400038,241443,641481,5624066,2060018,7684084,392223,736717,1128940,4327310,10050167,14377477,daily_api
2020-01-22,0.52,0.82,1.14,1.11,0.38,1.94,3.02,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1510844,783164,2294008,71956185,60195981,132152166,2977011,2439964,5416975,113168573,115919577,229088150,1100921,1251908,2352829,12659521,13771959,26431480,365246,404892,770138,28552867,41951637,70504504,329257,124253,453510,5795242,2116882,7912124,479145,928340,1407485,4387677,10222894,14610571,daily_api
2020-01-23,0.54,0.76,1.09,0.86,0.29,1.97,3.85,0.00,1.00,0.60,0.00,0.00,0.00,,,,,,,1349003,730953,2079956,74493468,62390257,136883725,2651871,2027665,4679536,114671818,118986610,233658428,776518,843540,1620058,11005389,13467900,24473289,526350,453172,979522,29172961,43128453,72301414,349685,102312,451997,3885398,1430367,5315765,358664,705065,1063729,4455845,10473484,14929329,daily_api
2020-01-24,0.70,1.10,1.59,1.29,0.82,2.25,5.58,0.00,1.03,12.00,0.00,0.00,0.00,,,,,,,1592996,1118847,2711843,76768162,64329943,141098105,3323862,3667082,6990944,118605140,122645692,241250832,1045962,1663427,2709389,11182235,13858590,25040825,684904,884808,1569712,30654743,44457159,75111902,415243,339750,754993,4077012,1491673,5568685,560809,1262365,1823174,4558185,10795743,15353928,daily_api
2020-01-27,0.64,1.01,1.30,1.19,0.52,1.95,2.29,0.00,280.00,83.33,0.00,0.00,0.00,,,,,,,1194872,759507,1954379,74489436,63634146,138123582,2952841,2972306,5925147,116055177,122344177,238399354,1091101,1416570,2507671,11245667,13951484,25197151,666868,796229,1463097,30320074,44758547,75078621,430980,224372,655352,4245994,1651074,5897068,596730,1161268,1757998,4475231,10776799,15252030,daily_api
2020-01-28,0.55,0.80,1.03,1.05,0.32,1.69,2.87,0.00,0.40,1.36,0.00,0.00,0.00,,,,,,,1210655,662198,1872853,76989734,65632632,142622366,2456128,1957067,4413195,120176763,126214374,246391137,780026,805121,1585147,11473282,14211097,25684379,465447,489748,955195,31713747,46370645,78084392,357629,114033,471662,4351990,1729779,6081769,386116,650867,1036983,4525965,10953056,15479021,daily_api
2020-01-29,0.50,0.83,1.44,1.26,0.62,2.00,9.90,0.00,0.00,0.24,0.00,0.00,0.00,,,,,,,1607167,799003,2406170,79242022,67258197,146500219,2599868,2167168,4767036,124060121,129484899,253545020,641301,925714,1567015,11942598,14600092,26542690,351400,442451,793851,32875501,47626610,80502111,176833,109974,286807,4657467,1811323,6468790,395288,789908,1185196,4663376,11230615,15893991,daily_api
2020-01-30,0.61,0.86,1.22,0.99,0.42,1.69,6.94,0.00,180.00,3.28,0.00,0.00,0.00,,,,,,,1303367,792137,2095504,81442004,68971602,150413606,2562472,2206570,4769042,126795646,132080236,258875882,725853,885015,1610868,11999808,14662629,26662437,533252,529418,1062670,33353834,48446005,81799839,229399,96321,325720,4650543,1834805,6485348,443064,749527,1192591,4670554,11255983,15926537,daily_api
2020-01-31,0.74,1.07,1.15,1.46,0.46,1.82,2.78,0.00,1.61,0.90,0.00,0.00,0.00,,,,,,,1455972,1075941,2531913,83244143,70648356,153892499,3770271,4025707,7795978,130270857,135523979,265794836,1393164,1607969,3001133,12207974,14962221,27170195,921135,1341797,2262932,34818740,49913402,84732142,618934,283189,902123,4728704,1888985,6617689,692161,1259479,1951640,4767426,11485425,16252851,daily_api
2020-02-03,0.50,0.72,1.15,0.62,0.33,1.89,5.37,0.00,2.38,2.46,0.00,0.00,0.00,,,,,,,1287956,648800,1936756,79698559,68422065,148120624,2913627,2098863,5012490,125882583,131743706,257626289,834606,956139,1790745,12186109,14380212,26566321,791065,493924,1284989,33997915,48941429,82939344,331608,109635,441243,4900573,1986001,6886574,428855,811547,1240402,4597470,10848874,15446344,daily_api
2020-02-04,0.46,0.82,1.35,1.15,0.59,1.70,2.49,0.00,60.00,0.09,0.00,0.00,0.00,,,,,,,1608168,747690,2355858,82051463,70149429,152200892,2907506,2392886,5300392,129311152,134331196,263642348,765761,1032127,1797888,12252528,14508785,26761313,533577,613069,1146646,35007161,49672982,84680143,237363,140464,377827,4998101,2046383,7044484,504455,855779,1360234,4619058,10921002,15540060,daily_api
